Compilation	Reference	Reference DOI	Locality	Basin	Place	Region	Sample ID	Latitude	Longitude	Elevation (m)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
Chen et al., 2022	Hewawasam et al., 2003	10.1130/0091-7613(2003)031<0597:IOHONE>2.0.CO;2	Narayani/Gandak Ganga basin	Narayani/Gandak Ganga basin	India	Asia		25.67900	85.19400		4.19031	Fluvial		Volumetric	3.44500E+04	5.00000E+00					1.17226E+00			
Chen et al., 2022	Hewawasam et al., 2003	10.1130/0091-7613(2003)031<0597:IOHONE>2.0.CO;2	Kosi Ganga basin	Kosi Ganga basin	India	Asia		25.54300	86.72500		2.27179	Fluvial		Volumetric	5.62100E+04	5.00000E+00					8.64000E-01			
Chen et al., 2022	Hewawasam et al., 2003	10.1130/0091-7613(2003)031<0597:IOHONE>2.0.CO;2	Ganga Bangladesh Ganga basin	Ganga Bangladesh Ganga basin	India	Asia		24.05300	89.02500		4.43172	Fluvial		Volumetric	2.20150E+05	5.00000E+00					6.51515E-01			
Chen et al., 2022	Hinderer 2001	10.1080/09853111.2001.11432446	Iller Kempten	Iller Kempten	Germany	Europe		47.72502	10.32281		49.03173	Fluvial		Volumetric	9.53000E+02	5.00000E+00					1.08063E-01			
Chen et al., 2022	Hinderer 2001	10.1080/09853111.2001.11432446	Tiroler Ache Marquartstein	Tiroler Ache Marquartstein	Germany	Europe		47.75763	12.46431		144.85876	Fluvial		Volumetric	9.45000E+02	5.00000E+00					1.54000E-01			
Chen et al., 2022	Hinderer 2001	10.1080/09853111.2001.11432446	Inn Reisach	Inn Reisach	Germany	Europe		47.66306	12.18427		207.79140	Fluvial		Volumetric	9.75600E+03	5.00000E+00					1.59250E-01			
Chen et al., 2022	Hinderer 2001	10.1080/09853111.2001.11432446	Sarca Ponte Pia	Sarca Ponte Pia	Italy	Europe		46.05416	10.81775		397.31849	Fluvial		Volumetric	5.75000E+02	5.00000E+00					7.53750E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Ammer Weilheim	Ammer Weilheim	Germany	Europe		47.84753	11.13572		28.02955	Fluvial		Volumetric		5.00000E+00					7.10000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Iller Krugzell	Iller Krugzell	Germany	Europe		47.79858	10.27068		46.49500	Fluvial		Volumetric		5.00000E+00					1.23000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Iller Wiblingen	Iller Wiblingen	Germany	Europe		48.36808	9.99286		24.95741	Fluvial		Volumetric		5.00000E+00					2.50000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Isar Sylvenstein	Isar Sylvenstein	Germany	Europe		47.58566	11.54930		261.99609	Fluvial		Volumetric	1.10000E+03	5.00000E+00					7.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Isar Munchen	Isar Munchen	Germany	Europe		48.14610	11.59635		8.42547	Fluvial		Volumetric		5.00000E+00					1.80000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Isar Plattling	Isar Plattling	Germany	Europe		48.77053	12.88260		17.02825	Fluvial		Volumetric		5.00000E+00					1.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Kotlaine	Kotlaine	Germany	Europe		47.68412	11.44557		148.04737	Fluvial		Volumetric		5.00000E+00					1.02200E+00			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Lainbach	Lainbach	Germany	Europe		47.69806	11.42604		121.13690	Fluvial		Volumetric		5.00000E+00					3.27000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Lech Feldheim	Lech Feldheim	Germany	Europe		48.72814	10.92143		26.96784	Fluvial		Volumetric		5.00000E+00					1.70000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Loisach Schlehdorf	Loisach Schlehdorf	Germany	Europe		47.66809	11.32441		118.43503	Fluvial		Volumetric		5.00000E+00					4.10000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Saalach Unterjettenburg	Saalach Unterjettenburg	Germany	Europe		47.68250	12.82050		315.39157	Fluvial		Volumetric		5.00000E+00					1.86000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tiroler Achen Staudach	Tiroler Achen Staudach	Germany	Europe		47.78111	12.46727		126.59930	Fluvial		Volumetric		5.00000E+00					1.13000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Traun Altenmarkt/Stein	Traun Altenmarkt/Stein	Germany	Europe		47.99212	12.54144		24.52716	Fluvial		Volumetric		5.00000E+00					4.60000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Weissach Tegernsee	Weissach Tegernsee	Germany	Europe		47.69227	11.74879		177.27423	Fluvial		Volumetric		5.00000E+00					5.00000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Wertach Turkheim	Wertach Turkheim	Germany	Europe		48.06286	10.65197		17.88831	Fluvial		Volumetric		5.00000E+00					2.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Wertach Schwabmunchen	Wertach Schwabmunchen	Germany	Europe		48.17604	10.73082		20.47284	Fluvial		Volumetric		5.00000E+00					6.30000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Kufstein	Inn Kufstein	Germany	Europe		47.58062	12.16534		227.61104	Fluvial		Volumetric		5.00000E+00					9.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Oberaudorf	Inn Oberaudorf	Germany	Europe		47.65117	12.19352		216.92177	Fluvial		Volumetric		5.00000E+00					7.40000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Rosenheim	Inn Rosenheim	Germany	Europe		47.85084	12.13825		38.10952	Fluvial		Volumetric		5.00000E+00					8.40000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Wasserburg	Inn Wasserburg	Germany	Europe		48.05901	12.23186		30.69448	Fluvial		Volumetric		5.00000E+00					9.60000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Neuotting	Inn Neuotting	Germany	Europe		48.25004	12.69174		28.45850	Fluvial		Volumetric		5.00000E+00					1.02000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Inn Passau	Inn Passau	Germany	Europe		48.57208	13.46722		53.09257	Fluvial		Volumetric		5.00000E+00					6.40000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Salzach Laufen	Salzach Laufen	Germany	Europe		47.94048	12.93180		30.19513	Fluvial		Volumetric		5.00000E+00					1.18000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Salzach Burghausen	Salzach Burghausen	Germany	Europe		48.15907	12.83486		32.85050	Fluvial		Volumetric		5.00000E+00					1.31000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Emme Wiler	Emme Wiler	Switzerland	Europe		47.17702	7.56225		82.49326	Fluvial		Volumetric		5.00000E+00					2.10000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Thur Halden	Thur Halden	Switzerland	Europe		47.50557	9.21139		47.70578	Fluvial		Volumetric		5.00000E+00					8.10000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	LArve Geneve	LArve Geneve	Switzerland	Europe		46.18047	6.15918		79.78318	Fluvial		Volumetric		5.00000E+00					1.79000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Dongia Valle di Blenio	Dongia Valle di Blenio	Switzerland	Europe		46.43128	8.97447		471.29150	Fluvial		Volumetric		5.00000E+00					2.00000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Val Roseg Pontresina	Val Roseg Pontresina	Switzerland	Europe		46.48673	9.90625		368.49168	Fluvial		Volumetric		5.00000E+00					1.84000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Ticino Bellinzona	Ticino Bellinzona	Switzerland	Europe		46.19411	9.01232		374.94917	Fluvial		Volumetric	1.51500E+03	5.00000E+00					1.02000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Maggia Locarno	Maggia Locarno	Switzerland	Europe		46.16887	8.77283		340.18309	Fluvial		Volumetric		5.00000E+00					8.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Moesa Lumino	Moesa Lumino	Switzerland	Europe		46.22309	9.05526		405.40846	Fluvial		Volumetric		5.00000E+00					3.50000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Drau Rosegg	Drau Rosegg	Austria	Europe		46.58272	14.04108		162.46964	Fluvial		Volumetric		5.00000E+00					7.60000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Enns Liezen	Enns Liezen	Austria	Europe		47.55216	14.25056		293.75793	Fluvial		Volumetric		5.00000E+00					4.80000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Enns Grobreifling	Enns Grobreifling	Austria	Europe		47.66801	14.71376		322.94220	Fluvial		Volumetric		5.00000E+00					4.30000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Gail Gailitz	Gail Gailitz	Austria	Europe		46.57082	13.72143		265.01619	Fluvial		Volumetric		5.00000E+00					9.00000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Steyr Steyrdurchbruch	Steyr Steyrdurchbruch	Austria	Europe		47.86388	14.19713		222.32073	Fluvial		Volumetric		5.00000E+00					4.60000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Rhone mouth Mediterranean	Rhone mouth Mediterranean	France	Europe		43.42455	4.73994		3.35758	Fluvial		Volumetric		5.00000E+00					1.36000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Durance Mirabeau	Durance Mirabeau	France	Europe		43.69313	5.67406		71.00606	Fluvial		Volumetric		5.00000E+00					4.40000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Isere	Isere	France	Europe		45.19790	5.73317		200.11291	Fluvial		Volumetric		5.00000E+00					1.28000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Asse	Asse	France	Europe		43.87971	5.90294		65.54545	Fluvial		Volumetric		5.00000E+00					2.54000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Bleone	Bleone	France	Europe		44.04404	6.03538		112.41678	Fluvial		Volumetric		5.00000E+00					2.44000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Ferrand	Ferrand	France	Europe		45.05326	6.14154		423.76563	Fluvial		Volumetric		5.00000E+00					1.37000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Romanche	Romanche	France	Europe		45.03862	6.18352		428.00270	Fluvial		Volumetric		5.00000E+00					2.26000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Adda Tirano	Adda Tirano	Italy	Europe		46.21228	10.16625		408.15610	Fluvial		Volumetric		5.00000E+00					1.03000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Adda Pizzighettone	Adda Pizzighettone	Italy	Europe		45.18722	9.80180		4.98426	Fluvial		Volumetric		5.00000E+00					6.80000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Dora Baltea Tavagnasco	Dora Baltea Tavagnasco	Italy	Europe		45.54803	7.82809		289.72200	Fluvial		Volumetric		5.00000E+00					3.01000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Oglio Marcaria	Oglio Marcaria	Italy	Europe		45.11301	10.52933		2.60729	Fluvial		Volumetric		5.00000E+00					1.80000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Po Casale Monferrato	Po Casale Monferrato	Italy	Europe		45.14280	8.45022		17.69141	Fluvial		Volumetric		5.00000E+00					2.00000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Po Becca	Po Becca	Italy	Europe		45.13839	9.21871		15.49753	Fluvial		Volumetric		5.00000E+00					4.30000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Sesia Vercelli	Sesia Vercelli	Italy	Europe		45.33265	8.44467		3.54296	Fluvial		Volumetric		5.00000E+00					4.00000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Brenta Bassano	Brenta Bassano	Italy	Europe		45.76464	11.72615		128.99685	Fluvial		Volumetric		5.00000E+00					2.50000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Cismon Cismon	Cismon Cismon	Italy	Europe		45.93164	11.73794		321.12416	Fluvial		Volumetric		5.00000E+00					2.13000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Etsch/Adige Trento	Etsch/Adige Trento	Italy	Europe		46.07124	11.11614		278.79622	Fluvial		Volumetric		5.00000E+00					9.10000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Rio Cordon Dolomites	Rio Cordon Dolomites	Italy	Europe		46.45199	12.09640		342.58165	Fluvial		Volumetric		5.00000E+00					5.90000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Sauglio Turin	Sauglio Turin	Italy	Europe		44.99317	7.74707		40.92261	Fluvial		Volumetric		5.00000E+00					6.30000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Sextenbach Dolomites	Sextenbach Dolomites	Italy	Europe		46.71256	12.32437		377.03149	Fluvial		Volumetric		5.00000E+00					1.29000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tanaro Nucetto	Tanaro Nucetto	Italy	Europe		44.33901	8.06011		147.58275	Fluvial		Volumetric	3.75000E+02	5.00000E+00					8.20000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tanaro Clavesana	Tanaro Clavesana	Italy	Europe		44.48152	7.90059		66.54079	Fluvial		Volumetric		5.00000E+00					1.12000E-01			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tanaro Farigliano	Tanaro Farigliano	Italy	Europe		44.50958	7.91155		71.41305	Fluvial		Volumetric	1.52200E+03	5.00000E+00					8.70000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tanaro Alessandria	Tanaro Alessandria	Italy	Europe		44.91851	8.60888		16.53520	Fluvial		Volumetric		5.00000E+00					7.40000E-02			
Chen et al., 2022	Hinderer et al., 2013	10.1016/j.earscirev.2013.01.001	Tanaro Montecastello	Tanaro Montecastello	Italy	Europe		44.94643	8.68263		13.63310	Fluvial		Volumetric	7.98500E+03	5.00000E+00					1.20000E-01			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	West Fork Horse Creek Idaho	West Fork Horse Creek Idaho	US	North America		45.40782	-114.72055		300.05488	Fluvial		Volumetric	1.70000E+01	5.00000E+00					3.12500E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	East Fork Horse Creek Idaho	East Fork Horse Creek Idaho	US	North America		45.99036	-115.33239		258.31264	Fluvial		Volumetric	1.40000E+01	5.00000E+00					1.56250E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Tailholt Creek Idaho	Tailholt Creek Idaho	US	North America		45.04256	-115.67752		283.31489	Fluvial		Volumetric	6.60000E+00	5.00000E+00					8.75000E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Circle End Creek Idaho	Circle End Creek Idaho	US	North America		45.04682	-115.66732		287.30814	Fluvial		Volumetric	3.80000E+00	5.00000E+00					4.06250E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Trapper Creek Idaho	Trapper Creek Idaho	US	North America		42.18281	-113.94137		79.78181	Fluvial		Volumetric	2.00000E+01	5.00000E+00					6.12500E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	South Fork Red River Idaho	South Fork Red River Idaho	US	North America		45.71101	-115.34487		108.58570	Fluvial		Volumetric	9.80000E+01	5.00000E+00					5.00000E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Johns Creek Idaho	Johns Creek Idaho	US	North America		45.82378	-115.89008		178.51012	Fluvial		Volumetric	2.93000E+02	5.00000E+00					4.75000E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Johns Creek Idaho	Johns Creek Idaho	US	North America		46.14539	-115.98134		141.66262	Fluvial		Volumetric	2.14900E+03	5.00000E+00					4.75000E-03			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Lochsa River Idaho	Lochsa River Idaho	US	North America		46.14243	-115.59806		228.87224	Fluvial		Volumetric	3.05500E+03	5.00000E+00					1.64375E-02			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Selway River Idaho	Selway River Idaho	US	North America		46.14143	-115.59802		228.87224	Fluvial		Volumetric	4.94500E+03	5.00000E+00					1.53125E-02			
Chen et al., 2022	Kirchner et al., 2001	10.1130/0091-7613(2001)029<0591:MEOYKY>2.0.CO;2	Salmon River Idaho	Salmon River Idaho	US	North America		45.85623	-116.79385		253.18219	Fluvial		Volumetric	3.50790E+04	5.00000E+00					8.56250E-03			
Chen et al., 2022	Lupker et al., 2012	10.1016/j.epsl.2012.04.020	Yamuna Ganga basin	Yamuna Ganga basin	India	Asia		30.44300	77.67400		64.31915	Fluvial		Volumetric	7.62000E+03	5.00000E+00					3.44615E+00			
Chen et al., 2022	Matmon et al., 2003	10.1130/0091-7613(2003)031<0155:TASURO>2.0.CO;2	Bryson City Tuckasegee River North Carolina	Bryson City Tuckasegee River North Carolina	US	North America		35.42860	-83.44600		161.85819	Fluvial		Volumetric	1.70000E+03	5.00000E+00					6.50000E-02			
Chen et al., 2022	Matmon et al., 2003	10.1130/0091-7613(2003)031<0155:TASURO>2.0.CO;2	Little River North Carolina	Little River North Carolina	US	North America		35.76333	-83.85000		62.88645	Fluvial		Volumetric	4.90000E+02	5.00000E+00					2.10000E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Annapolis Wilmott	Annapolis Wilmott	Canada	North America		45.60000	-64.70000		23.18264	Fluvial		Volumetric	5.46000E+02	5.00000E+00					4.58531E-03			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Chaudiere St Lambert	Chaudiere St Lambert	Canada	North America		46.83333	-71.16667		32.94422	Fluvial		Volumetric	5.80500E+03	5.00000E+00					3.53594E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Liard River mouth	Liard River mouth	Canada	North America		61.70000	-121.20000		18.01761	Fluvial		Volumetric	2.75000E+05	5.00000E+00					8.25813E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Peace Peace River	Peace Peace River	Canada	North America		56.25000	-117.31667		60.06212	Fluvial		Volumetric	1.86000E+05	5.00000E+00					1.98013E-01			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Peace Peace Point	Peace Peace Point	Canada	North America		59.10000	-112.40000		7.52714	Fluvial		Volumetric	2.93000E+05	5.00000E+00					7.61938E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Red Deer Red Deer	Red Deer Red Deer	Canada	North America		52.16667	-113.66667		27.81499	Fluvial		Volumetric	1.15700E+04	5.00000E+00					1.89344E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	South Saskatchewan Lemsford	South Saskatchewan Lemsford	Canada	North America		51.01667	-109.11667		19.00814	Fluvial		Volumetric	1.79000E+05	5.00000E+00					5.01875E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	South Saskatchewan Saskatoon	South Saskatchewan Saskatoon	Canada	North America		52.10000	-106.60000		6.78738	Fluvial		Volumetric	1.41000E+05	5.00000E+00					1.03569E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Chena Fairbanks	Chena Fairbanks	US	North America		64.83333	-147.83333		45.50648	Fluvial		Volumetric	5.12500E+03	5.00000E+00					3.42188E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Elm Fork Red Magnum	Elm Fork Red Magnum	US	North America		34.90000	-99.51667		11.90476	Fluvial		Volumetric	1.94000E+03	5.00000E+00					4.38000E-01			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Little Colorado Cameron	Little Colorado Cameron	US	North America		35.25000	-111.41667		46.55468	Fluvial		Volumetric	7.06000E+04	5.00000E+00					1.10413E-01			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Pecos Santa Rosa	Pecos Santa Rosa	US	North America		34.93333	-104.70000		27.11355	Fluvial		Volumetric	7.49000E+03	5.00000E+00					5.40656E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Salt Fork Red Mangum	Salt Fork Red Mangum	US	North America		34.90000	-99.51667		11.90476	Fluvial		Volumetric	3.15000E+03	5.00000E+00					4.79063E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Walla Walla Touchet	Walla Walla Touchet	US	North America		46.08333	-118.30000		28.81197	Fluvial		Volumetric	4.27900E+03	5.00000E+00					5.15563E-01			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Piray Taruma	Piray Taruma	Bolivia	South America		-18.10821	-63.45741		87.62164	Fluvial		Volumetric	1.59000E+03	5.00000E+00					5.42938E-01			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Grand Morin Villier	Grand Morin Villier	France	Europe		48.86667	3.00000		23.51366	Fluvial		Volumetric	1.20000E+03	5.00000E+00					9.58125E-03			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Lot Clairac	Lot Clairac	France	Europe		44.40000	-0.60000		6.51142	Fluvial		Volumetric	1.15000E+04	5.00000E+00					4.63094E-02			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Marne Noisiel	Marne Noisiel	France	Europe		48.85000	2.61667		16.04288	Fluvial		Volumetric	1.25000E+04	5.00000E+00					5.70313E-03			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Melarchez Melarchez	Melarchez Melarchez	France	Europe		48.81667	3.08333		20.02690	Fluvial		Volumetric	7.00000E+00	5.00000E+00					9.12500E-03			
Chen et al., 2022	Meybeck et al., 2003	10.1016/S0921-8181(03)00018-3	Nam Mae Pai Sop Mae Samat	Nam Mae Pai Sop Mae Samat	Thailand	Asia		19.23333	97.93333		140.48181	Fluvial		Volumetric	5.53000E+03	5.00000E+00					3.10250E-02			
